Name,Platform,Genre,Global_Sales
Legends of Wrestling II,XB,Fighting,0.13
Power Pro Kun Pocket 13,DS,Sports,0.13
Armed and Dangerous,XB,Shooter,0.13
Jurassic: The Hunted,X360,Shooter,0.13
Adventures to Go!,PSP,Role-Playing,0.13
Conduit 2,Wii,Shooter,0.13
Supremacy MMA,PS3,Fighting,0.13
World Soccer Winning Eleven 2002,PS,Sports,0.13
Geometry Wars: Galaxies,Wii,Shooter,0.13
Actua Tennis,PS,Sports,0.13
Horse Life,DS,Simulation,0.13
Monster Truck Madness,GBA,Racing,0.12
Sonic Jam,SAT,Platform,0.12
Puella Magi Madoka Magica Portable,PSP,Role-Playing,0.12
Ninja Reflex,Wii,Action,0.12
Peter Jacobsen's Golden Tee Golf,PS,Sports,0.12
Calling,Wii,Adventure,0.12
Marvel Avengers: Battle for Earth,WiiU,Action,0.12
Disney's Atlantis: The Lost Empire,GBA,Platform,0.12
Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,SAT,Sports,0.12
Where the Wild Things Are,Wii,Platform,0.12
High Velocity: Mountain Racing Challenge,SAT,Racing,0.12
NHL 2K7,PS3,Sports,0.12
Resident Evil,PS3,Action,0.12
Capcom vs. SNK 2: Millionaire Fighting 2001,DC,Fighting,0.12
Criticom,PS,Fighting,0.12
SCORE International Baja 1000: The Official Game,X360,Racing,0.12
Disney Sing It: Party Hits,PS3,Misc,0.12
Sleeping Dogs,PC,Action,0.12
Mega Man X: Command Mission,GC,Role-Playing,0.12
Diner Dash: Sizzle & Serve,PSP,Puzzle,0.12
After Hours Athletes,PS3,Sports,0.12
Lego Star Wars: The Force Awakens,PS3,Action,0.12
Worms 3D,PS2,Strategy,0.12
Clock Tower: The First Fear,PS,Adventure,0.12
Kidou Senshi Gundam Seed Battle Destiny,PSV,Action,0.12
Godzilla Unleashed: Double Smash,DS,Action,0.12
Star Trek: Conquest,Wii,Strategy,0.12
"Kilari: Na-san, Mon Meilleur Ami",DS,Simulation,0.12
Strikers 1945,PS,Shooter,0.12
Ochaken no Heya DS,DS,Simulation,0.12
Obscure: The Aftermath,Wii,Action,0.12
Galidor: Defenders of the Outer Dimension,GBA,Action,0.12
Tom Clancy's Splinter Cell Trilogy,PS3,Action,0.12
Fire ProWrestling S: 6Men Scramble,SAT,Fighting,0.12
Blackwater,X360,Shooter,0.12
Pryzm Chapter One: The Dark Unicorn,PS2,Adventure,0.12
Gundam Battle Royale,PSP,Action,0.12
Solitaire & Mahjong,Wii,Puzzle,0.12
Zen-Nippon Pro Wrestling: Ouja no Kon,PS,Fighting,0.12
NASCAR 2005: Chase for the Cup,GC,Racing,0.12
Homefront: The Revolution,XOne,Shooter,0.12
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi",PS2,Misc,0.12
Guilty Gear X,PS2,Fighting,0.12
Deadliest Catch: Sea of Chaos,Wii,Sports,0.12
One Piece: Pirate Warriors 2,PSV,Action,0.12
NHL 2002,GBA,Sports,0.12
Disney's PK: Out of the Shadows,PS2,Platform,0.12
Mugen no Frontier: Super Robot Taisen OG Saga EXCEED,DS,Role-Playing,0.12
Karaoke Revolution,X360,Misc,0.12
Echo Night,PS,Adventure,0.12
Are You Smarter than a 5th Grader? Game Time,X360,Puzzle,0.12
Rocket League,XOne,Sports,0.12
Wild ARMs 5 (jp sales),PS2,Role-Playing,0.12
Tom Clancy's Splinter Cell: Blacklist,WiiU,Action,0.12
Gladiator Begins,PSP,Action,0.12
Colony Wars III: Red Sun,PS,Simulation,0.12
Magic: The Gathering - Battlemage,PS,Strategy,0.12
The King of Fighters '94,NG,Fighting,0.12
DS Yamamura Misa Suspense: Maiko Kogiku - Kisha Katherine - Sougiya Isa Akashi - Koto ni Maru Hana Sanrin: Kyoto Satujin Jinken File,DS,Adventure,0.12
Puzzle Quest 2,DS,Puzzle,0.12
All Kamen Rider: Rider Generation,DS,Action,0.12
The King of Fighters '98 Ultimate Match,PS2,Fighting,0.12
Onechanbara: Bikini Zombie Slayers,Wii,Action,0.12
Puzzle Quest: Challenge of the Warlords,PS2,Puzzle,0.12
Angry Birds Star Wars,PSV,Strategy,0.12
Guardian's Crusade,PS,Role-Playing,0.12
Undead Knights,PSP,Action,0.12
Final Fantasy XIV: Heavensward,PS4,Action,0.12
Lemony Snicket's A Series of Unfortunate Events,XB,Platform,0.12
MotoGP 3 - Official Game of MotoGP,PS2,Racing,0.12
Makai Kingdom: Chronicles of the Sacred Tome,PS2,Role-Playing,0.12
The Ant Bully,GC,Platform,0.12
M&M's Kart Racing,DS,Racing,0.12
Bomberman Party Edition,PS,Puzzle,0.12
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,3DS,Misc,0.12
Dragon Ball Z: Battle of Z,PSV,Fighting,0.12
Eyeshield 21: Max Devil Power,DS,Role-Playing,0.12
Summon Night 3,PSP,Role-Playing,0.12
O.D.T.: Escape... Or Die Trying,PS,Adventure,0.12
Madden NFL 06,DS,Sports,0.12
Escape The Museum,Wii,Adventure,0.12
Fuse (Insomniac),PS3,Shooter,0.12
Lunar: Dragon Song,DS,Role-Playing,0.12
Break 'Em All,DS,Puzzle,0.12
WWE SmackDown vs Raw 2008,DS,Fighting,0.12
MotoGP 14,PS3,Racing,0.12
Cars 2,PSP,Racing,0.12
Major League Baseball 2K8 Fantasy All-Stars,DS,Sports,0.12
Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable,PSP,Shooter,0.12
San Goku Shi V,SAT,Strategy,0.12
Puzzle Kingdoms,Wii,Puzzle,0.12
The Lord of the Rings: Aragorn's Quest,DS,Action,0.12
WRC 5: FIA World Rally Championship,PS3,Sports,0.12
Red Faction II,XB,Shooter,0.12
Daikaijyuu Monogatari II,SNES,Role-Playing,0.12
Rock Band Track Pack Volume 2,PS2,Misc,0.12
Voodoo Vince,XB,Platform,0.12
Bodycount,PS3,Shooter,0.12
Gundam Memories: Tatakai no Kioku,PSP,Action,0.12
Megamind: Ultimate Showdown,X360,Action,0.12
Kaijuu Busters,DS,Action,0.12
Neopets Petpet Adventures: The Wand of Wishing,PSP,Adventure,0.12
Ferrari Challenge Trofeo Pirelli,PS2,Racing,0.12
Virtua Fighter CG Portrait Series Vol.4: Pai Chan,SAT,Misc,0.12
Chase: Hollywood Stunt Driver,XB,Racing,0.12
The X Files: Resist or Serve,PS2,Adventure,0.12
Mobile Suit Gundam Side Story: Missing Link,PS3,Action,0.12
Curious George,PS2,Action,0.12
Crush3D,3DS,Platform,0.12
Zathura,PS2,Adventure,0.12
Lovely Lisa,DS,Simulation,0.12
Medarot DS: Kabuto / Kuwagata Ver.,DS,Role-Playing,0.12
Mountain Sports,Wii,Sports,0.12
Tenchu: Shadow Assassins,PSP,Action,0.12
NPPL: Championship Paintball 2009,X360,Shooter,0.12
Lost Planet 3,X360,Shooter,0.12
Making History: The Great War,PSP,Strategy,0.12
Shin Megami Tensei: Devil Survivor 2,3DS,Role-Playing,0.12
The God of War Trilogy,PS3,Action,0.12
Dance Paradise,X360,Misc,0.12
Backyard Baseball '10,DS,Sports,0.12
Blazblue: Continuum Shift Extend,PSV,Fighting,0.12
Cel Damage,XB,Racing,0.12
Go! Sudoku,PSP,Puzzle,0.12
Alice: Madness Returns,PC,Adventure,0.12
SSX 3,GBA,Sports,0.12
My Chinese Coach,DS,Misc,0.12
DiRT 2,DS,Racing,0.12
Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B,DS,Misc,0.12
The King of Fighters Collection: The Orochi Saga,Wii,Fighting,0.12
Atelier Annie: Alchemists of Sera Island,DS,Role-Playing,0.12
Breakdown,XB,Adventure,0.12
Rush,PSP,Racing,0.12
Ecco the Dolphin,GEN,Adventure,0.12
The Legend of Heroes: Trails of Cold Steel II,PS3,Role-Playing,0.12
Looney Tunes: Sheep Raider,PS,Platform,0.12
Yard Sale Hidden Treasures: Sunnyville,DS,Puzzle,0.12
Harvest Moon 2 GBC,GB,Simulation,0.12
Killer is Dead,X360,Action,0.12
Lost in Shadow,Wii,Platform,0.12
Cory in the House,DS,Action,0.12
X2: Wolverine's Revenge,GC,Platform,0.12
McDROID,Wii,Strategy,0.12
Gallop Racer 2000,PS,Sports,0.12
Showdown: Legends of Wrestling,XB,Fighting,0.12
Macross Triangle Frontier,PSP,Action,0.12
Chessmaster: The Art of Learning,PSP,Misc,0.12
Petz Fantasy: Moonlight Magic,DS,Simulation,0.12
Gundam Breaker 3,PSV,Action,0.12
My Farm Around the World,DS,Simulation,0.12
Fat Princess: Fistful of Cake,PSP,Action,0.12
Zubo,DS,Misc,0.12
NFL QB Club 2001,N64,Sports,0.12
Earthworm Jim 3D,N64,Platform,0.12
Rocket: Robot on Wheels,N64,Platform,0.12
Densha De Go! 64,N64,Simulation,0.12
Conception II: Children of the Seven Stars,3DS,Role-Playing,0.12
Animal Genius,DS,Puzzle,0.12
Sega Soccer Slam,PS2,Sports,0.12
Zenses: Rainforest,DS,Puzzle,0.12
Dora the Explorer: Dora Saves the Mermaids,PS2,Platform,0.12
Grand Theft Auto: San Andreas,X360,Action,0.12
Phantasy Star Universe,X360,Role-Playing,0.12
Skate City Heroes,Wii,Sports,0.12
NASCAR Unleashed,X360,Racing,0.12
2 Games in 1 Double Pack: Hot Wheels Velocity X / Hot Wheels World Race,GBA,Racing,0.12
College Hoops 2K6,X360,Sports,0.12
Mytran Wars,PSP,Strategy,0.12
MX vs. ATV Untamed,DS,Racing,0.12
Prince of Persia: Rival Swords,PSP,Action,0.12
Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny,PSP,Fighting,0.12
Gungnir: Mayari no Gunshin to Eiyuu Sensou,PSP,Role-Playing,0.12
Dodge Racing: Charger vs Challenger,Wii,Racing,0.12
Fate/Extra CCC,PSP,Action,0.12
MTV Sports: Pure Ride,PS,Sports,0.12
Sonic Adventure 2,DC,Platform,0.12
Burning Road,PS,Racing,0.12
Slayers,SNES,Role-Playing,0.12
Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,DS,Strategy,0.12
IndyCar Series,PS2,Racing,0.12
Space Chimps,PS2,Platform,0.12
Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,GBA,Misc,0.12
Famicom Mini: TwinBee,GBA,Shooter,0.12
4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship,DS,Misc,0.12
Gladiator: Sword of Vengeance,PS2,Action,0.12
nail'd,PS3,Racing,0.12
PixelJunk Monsters Deluxe,PSP,Strategy,0.12
Tom Clancy's EndWar,PSP,Strategy,0.12
Ultimate Card Games,GBA,Misc,0.12
Jikkyou Powerful Pro Yakyuu 8 Ketteiban,PS2,Sports,0.12
Rubik's World,DS,Puzzle,0.12
Lost Magic,DS,Role-Playing,0.12
Wallace & Gromit: Curse of the Were-Rabbit,PS2,Adventure,0.12
DreamWorks Super Star Kartz,3DS,Racing,0.12
Minute to Win It,DS,Misc,0.12
The Bible Game,GBA,Misc,0.12
NFL Head Coach,XB,Sports,0.12
Pinball Hall of Fame: The Williams Collection,X360,Misc,0.12
Medarot 4: Kabuto / Kuwagata Version,GB,Role-Playing,0.12
Backyard Sports Football: Rookie Rush,X360,Sports,0.12
Sacred 3,PS3,Role-Playing,0.12
Vacation Isle: Beach Party,Wii,Misc,0.12
Fit in Six,Wii,Sports,0.12
Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces,PSP,Shooter,0.12
"Ed, Edd n Eddy: The Mis-Edventures",GBA,Platform,0.12
Onimusha: Blade Warriors,PS2,Fighting,0.12
Tecmo Bowl: Kickoff,DS,Sports,0.12
Disney's Extreme Skate Adventure,GC,Sports,0.12
Akuji the Heartless,PS,Platform,0.12
NBA 2K2,GC,Sports,0.12
7 Days to Die,PS4,Action,0.12
Monster Jam: Path of Destruction,X360,Racing,0.12
Everybody Dance,PS3,Misc,0.12
Psychonauts,XB,Platform,0.12
Power Gig: Rise of the SixString,X360,Misc,0.12
Deus Ex: Human Revolution,WiiU,Shooter,0.12
Jeremy McGrath Supercross World,GC,Racing,0.12
Uta no * Prince-Sama: All Star,PSP,Action,0.12
HardBall 5,PS,Sports,0.12
Airborne Troops: Countdown to D-Day,PS2,Shooter,0.12
MLB Inside Pitch 2003,XB,Sports,0.12
ArmA III,PC,Shooter,0.12
The Walking Dead: Season Two,X360,Adventure,0.12
Marvel Trading Card Game,DS,Misc,0.12
One Piece: Super Grand Battle! X,3DS,Fighting,0.12
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,DS,Action,0.12
Self-Defense Training Camp,X360,Sports,0.12
Battles of Prince of Persia,DS,Strategy,0.12
Deca Sports Extreme,3DS,Sports,0.12
Cruis'n,Wii,Racing,0.12
Hatsune Miku: Project Diva X,PSV,Misc,0.12
Battle Arena Toshinden Remix,SAT,Fighting,0.12
Assassin's Creed Chronicles,PSV,Action,0.12
Legends of Wrestling II,GC,Fighting,0.12
Tropico 5,PC,Simulation,0.12
A.C.E.: Another Century's Episode Portable,PSP,Simulation,0.12
Dragon Quest Builders: Revive Alefgard,PS3,Role-Playing,0.12
Rodea the Sky Soldier,WiiU,Action,0.12
Peggle: Dual Shot,DS,Puzzle,0.12
Jikkyou Powerful Pro Yakyuu 9,GC,Sports,0.12
Sniper Elite,Wii,Shooter,0.12
Etrian Odyssey V,3DS,Role-Playing,0.12
Jikkyou Powerful Pro Yakyuu 2014,PSV,Sports,0.12
Barbie as The Island Princess,PS2,Adventure,0.12
Crime Killer,PS,Racing,0.12
NPPL: Championship Paintball 2009,Wii,Shooter,0.12
Backyard Wrestling 2: There Goes the Neighborhood,XB,Fighting,0.12
Dementium II,DS,Shooter,0.12
Don Bradman Cricket 14,PS4,Sports,0.12
USA Today Crossword Challenge,DS,Puzzle,0.12
MegaTagmension Blanc + Neptune VS Zombies,PSV,Action,0.12
Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen,SNES,Fighting,0.12
SD Gundam G Generation-F.I.F,PS,Strategy,0.12
Jaws: Ultimate Predator,3DS,Action,0.12
Yakuza Kiwami,PS3,Adventure,0.12
Raiden IV,X360,Shooter,0.12
Deception IV: Blood Ties,PS3,Action,0.12
The Walking Dead: Survival Instinct,WiiU,Shooter,0.12
Rock Band: Metal Track Pack,PS3,Misc,0.12
Charm Girls Club: My Perfect Prom,DS,Simulation,0.12
DreamWorks Super Star Kartz,PS3,Racing,0.12
Harukanaru Augusta 2: Masters,SNES,Sports,0.12
Castlevania: Curse of Darkness,XB,Action,0.12
Spider-Man: Edge of Time,3DS,Action,0.12
Mobil 1 Rally Championship,PS,Racing,0.12
King of Colosseum (Red): Shin Nippon x Zen Nippon x Pancrase Disc,PS2,Fighting,0.12
Turok: Evolution,GBA,Shooter,0.12
The Clique: Diss and Make Up,DS,Adventure,0.12
Love Live! School Idol Paradise,PSV,Misc,0.12
Rugrats: Totally Angelica,PS,Adventure,0.12
Nightshade,PS2,Action,0.12
NFL Tour,PS3,Sports,0.12
Ridge Racer Unbounded,X360,Racing,0.12
CSI: Crime Scene Investigation,XB,Adventure,0.12
The Lord of the Rings: Aragorn's Quest,PSP,Action,0.12
Yogi Bear: The Video Game,Wii,Action,0.12
Makai Shin Trillion,PSV,Role-Playing,0.12
Buffy the Vampire Slayer: Chaos Bleeds,XB,Action,0.12
Lost Horizon,PC,Adventure,0.12
Hanagumi Taisen Columns,SAT,Puzzle,0.12
Tales of Destiny 2,PSP,Role-Playing,0.12
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,GC,Action,0.12
Power Pro Kun Pocket 14,DS,Sports,0.12
Get Up and Dance,Wii,Misc,0.12
Merv Griffin's Crosswords,Wii,Puzzle,0.12
Rango: The Video Game,DS,Action,0.12
Planet 51,PS3,Action,0.12
Ultimate Puzzle Games: Sudoku Edition,DS,Puzzle,0.12
Tokyo Twilight Ghost Hunters,PSV,Role-Playing,0.12
Deadpool,XOne,Action,0.12
UN Squadron,SNES,Shooter,0.12
Tecmo Super Bowl,PS,Sports,0.12
TMNT,PSP,Action,0.12
Dora the Explorer: Journey to the Purple Planet,GC,Adventure,0.12
Lunar 2: Eternal Blue,SAT,Role-Playing,0.12
NHL Powerplay '96,PS,Sports,0.12
Thousand Arms,PS,Role-Playing,0.12
de Blob 2,DS,Platform,0.12
Arctic Thunder,XB,Racing,0.12
Hyperdimension Neptunia Re;Birth 3,PSV,Action,0.12
Barnyard,GC,Action,0.12
Stolen Song,PS,Adventure,0.12
Darkspore,PC,Role-Playing,0.12
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,X360,Misc,0.12
Armored Core: Verdict Day,PS3,Simulation,0.12
Yattaman DS: BikkuriDokkiri Daisakusen da Koron,DS,Action,0.12
Harvey Birdman: Attorney at Law,PS2,Adventure,0.12
Wipeout 2,PS3,Misc,0.12
Dawn of Discovery,DS,Simulation,0.12
DEATH NOTE: Kira Game,DS,Adventure,0.12
Sengoku Cyber: Fujimaru Jigokuhen,PS,Strategy,0.12
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol.10: CR Shinseiki Evangelion: Kiseki no Kachi,PS2,Misc,0.12
ASH: Archaic Sealed Heat,DS,Role-Playing,0.12
Brunswick Pro Bowling,3DS,Sports,0.12
Fantastic Four: Rise of the Silver Surfer,X360,Action,0.12
Dorabase 2: Nettou Ultra Stadium,DS,Sports,0.12
Center Ring Boxing,SAT,Fighting,0.12
NHL 2K3,XB,Sports,0.12
Puzzler World 2,DS,Puzzle,0.12
Die Hard: Vendetta,GC,Shooter,0.12
Sword Art Online: Hollow Fragment,PS4,Role-Playing,0.12
F1 2002,PS2,Racing,0.12
Hasbro Family Game Night Fun Pack,Wii,Misc,0.12
FIFA Soccer,PSP,Sports,0.12
Dead Island Definitive Collection,PS4,Action,0.12
Sphinx and the Cursed Mummy,XB,Action,0.12
Army Men: Soldiers of Misfortune,DS,Shooter,0.12
GT Advance 2: Rally Racing,GBA,Racing,0.11
Mystery P.I. - Portrait of a Thief,DS,Adventure,0.11
Yakuza,PS3,Action,0.11
DOA 2: Dead or Alive 2 Hardcore,PS2,Fighting,0.11
A Witch's Tale,DS,Role-Playing,0.11
Hollywood Squares,Wii,Misc,0.11
Cabela's Deer Hunt 2005 Season,XB,Sports,0.11
SplashDown,XB,Racing,0.11
Nobunaga no Yabou: Tenshoki,SAT,Strategy,0.11
Stronghold,PC,Strategy,0.11
Warhammer: Battle March,X360,Strategy,0.11
F1 Racing Championship,PS,Racing,0.11
Dead Man's Hand,XB,Shooter,0.11
Smash Cars,PS2,Racing,0.11
NASCAR 07,PS2,Racing,0.11
Karaoke Revolution Presents American Idol Encore 2,PS3,Misc,0.11
Nickelodeon Dance,X360,Misc,0.11
Pac 'n Roll,DS,Platform,0.11
Cabela's North American Adventures,PS3,Sports,0.11
Mechanic Master,DS,Puzzle,0.11
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,PS2,Sports,0.11
Melty Blood: Act Cadenza,PS2,Fighting,0.11
Dokapon Kingdom,PS2,Role-Playing,0.11
ToeJam & Earl III: Mission to Earth,XB,Action,0.11
Phantasy Star Collection,GBA,Role-Playing,0.11
Doukoku Shoshite...,SAT,Adventure,0.11
LEGO Knights' Kingdom,GBA,Action,0.11
Final Fantasy III,PSP,Role-Playing,0.11
Family Game Night 4: The Game Show,PS3,Misc,0.11
Retro Game Challenge,DS,Action,0.11
NBA Jam 2002,GBA,Sports,0.11
Every Extend Extra,PSP,Shooter,0.11
Shining Force NEO,PS2,Role-Playing,0.11
Tony Hawk's Pro Skater 5,XOne,Sports,0.11
Brain Quest: Grades 5 & 6,DS,Misc,0.11
SingStar Latino,PS3,Misc,0.11
Girl Time,DS,Simulation,0.11
Army Men: Sarge's War,XB,Shooter,0.11
Ultimate Mortal Kombat,DS,Fighting,0.11
Pocket Soccer League: Calciobit,3DS,Sports,0.11
Primal Rage,PS,Fighting,0.11
FIFA Street 2,GC,Sports,0.11
DiRT Rally,XOne,Racing,0.11
Heart Catch PreCure! Oshare Collection,DS,Action,0.11
UEFA Euro 2016,PS3,Sports,0.11
Taito Legends,PS2,Misc,0.11
Tom Clancy's Rainbow Six: Rogue Spear,GBA,Shooter,0.11
BoomBots,PS,Fighting,0.11
Monster Madness: Battle for Suburbia,X360,Shooter,0.11
FIFA Soccer 06,PSP,Sports,0.11
Life is Strange,XOne,Adventure,0.11
NFL Head Coach 09,X360,Sports,0.11
World Championship Rugby,PS2,Sports,0.11
Phantom Dust,XB,Action,0.11
Shinseiki Evangelion: Koutetsu no Girlfriend,PS,Adventure,0.11
Shin Sangoku Musou: Multi Raid 2,PSP,Action,0.11
Taiko Drum Master: Tokumori!,WiiU,Misc,0.11
Growlanser Generations,PS2,Role-Playing,0.11
Mega Man Battle Chip Challenge,GBA,Misc,0.11
Desktop Tower Defense,DS,Strategy,0.11
Puyo Puyo Tetris,3DS,Puzzle,0.11
Pro Evolution Soccer 2014,PC,Action,0.11
"Sakura Wars: So Long, My Love",Wii,Role-Playing,0.11
The Settlers,DS,Action,0.11
Grease,DS,Misc,0.11
My SAT Coach with The Princeton Review,DS,Misc,0.11
Family Fun Football,Wii,Sports,0.11
Ring of Red,PS2,Strategy,0.11
Cold Winter,PS2,Shooter,0.11
International Track & Field 2000,PS,Sports,0.11
The Hardy Boys: Treasure on the Tracks,DS,Adventure,0.11
PDC World Championship Darts: Pro Tour,PS3,Sports,0.11
Stubbs the Zombie in Rebel Without a Pulse,XB,Action,0.11
Batman: Dark Tomorrow,XB,Action,0.11
Ping Pals,DS,Misc,0.11
Fatal Frame: Maiden of Black Water,WiiU,Action,0.11
MySims SkyHeroes,PS3,Action,0.11
Blood Drive,X360,Racing,0.11
18 Wheeler: American Pro Trucker,GC,Racing,0.11
Jake Hunter Detective Story: Memories of the Past,DS,Adventure,0.11
Start the Party! Save the World,PS3,Misc,0.11
The King of Fighters XII,X360,Fighting,0.11
Digimon World DS,DS,Role-Playing,0.11
Naruto Ultimate Collection,PS2,Misc,0.11
The King of Fighters '99,PS,Fighting,0.11
Mass Destruction,PS,Shooter,0.11
Bodycount,X360,Shooter,0.11
Batman: Rise of Sin Tzu,XB,Action,0.11
Shinseiki Evangelion: Koutetsu no Girlfriend,SAT,Adventure,0.11
Skylanders: SuperChargers,3DS,Action,0.11
Super Swing Golf Season 2,Wii,Sports,0.11
Queen's Blade: Spiral Chaos,PSP,Role-Playing,0.11
Jikkyou Powerful Pro Yakyuu '95,PS,Sports,0.11
Spy vs Spy,XB,Action,0.11
Coraline,PS2,Action,0.11
The Price is Right: Decades,X360,Misc,0.11
Sega Touring Car Championship,SAT,Racing,0.11
GoldenEye: Rogue Agent,DS,Shooter,0.11
JASF: Jane's Advanced Strike Fighters,PS3,Simulation,0.11
Cake Mania,DS,Puzzle,0.11
Cold Fear,PS2,Action,0.11
Akiba's Trip: Undead & Undressed,PS4,Action,0.11
Zangeki no Reginleiv,Wii,Action,0.11
Stronghold Kingdoms,PC,Strategy,0.11
Fabulous Finds,DS,Puzzle,0.11
Vacation Sports,Wii,Sports,0.11
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,PS2,Misc,0.11
PDC World Championship Darts: Pro Tour,Wii,Sports,0.11
Pimp My Ride,Wii,Racing,0.11
Surf's Up,PSP,Sports,0.11
Invizimals: The Lost Tribes,PSP,Action,0.11
Let's Play Garden,DS,Simulation,0.11
NHL Hitz 20-03,XB,Sports,0.11
Murakumo: Renegade Mech Pursuit,XB,Shooter,0.11
Heavy Fire: Afghanistan,Wii,Shooter,0.11
Samurai Warriors 4-II,PS4,Action,0.11
Open Season,X360,Platform,0.11
WireWay,DS,Adventure,0.11
Gun Metal,XB,Shooter,0.11
Just In Time Translations,DS,Misc,0.11
John Daly's ProStroke Golf,PS3,Sports,0.11
Pro Yaky? Spirits 5,PS3,Sports,0.11
Samurai Warriors 4-II,PS3,Action,0.11
BloodRayne,GC,Shooter,0.11
The Hardy Boys: The Hidden Theft,Wii,Adventure,0.11
Metal Slug 4 & 5,PS2,Shooter,0.11
Pac-Man and the Ghostly Adventures 2,X360,Adventure,0.11
ECW Anarchy Rulz,PS,Fighting,0.11
InuYasha: A Feudal Fairy Tale,PS,Fighting,0.11
Gem Quest: 4 Elements,DS,Puzzle,0.11
Funky Barn,3DS,Simulation,0.11
J-League Winning Eleven 9: Asia Championship,PS2,Sports,0.11
Sabrina The Teenage Witch: Potion Commotion,GBA,Action,0.11
Pac-Man Pinball Advance,GBA,Misc,0.11
Pocket Pets,DS,Simulation,0.11
Yu Yu Hakusho: Tournament Tactics,GBA,Strategy,0.11
Home Run King,GC,Sports,0.11
Power Rangers: Super Legends,DS,Action,0.11
To Heart 2: Dungeon Travelers,PSP,Adventure,0.11
Where the Wild Things Are,X360,Platform,0.11
Lost in Blue,DS,Adventure,0.11
Criminal Girls: Invite Only,PSV,Role-Playing,0.11
WWE All Stars,PS2,Fighting,0.11
MLB Power Pros,PS2,Sports,0.11
Truth or Lies,X360,Misc,0.11
Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant,SAT,Misc,0.11
Kousoku Card Battle: Card Hero,DS,Strategy,0.11
AirForce Delta Strike,PS2,Simulation,0.11
Dora's Big Birthday Adventure,Wii,Misc,0.11
Tokimeki Memorial: Girl's Side 2nd Season,DS,Adventure,0.11
Disney's Peter Pan: Return to Never Land,GBA,Platform,0.11
The Fairly Odd Parents: Breakin Da Rules,XB,Platform,0.11
Monkey Island: Special Edition Collection,PS3,Adventure,0.11
Capcom vs. SNK 2 EO,GC,Fighting,0.11
Hot Wheels Velocity X,GC,Racing,0.11
Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi,3DS,Action,0.11
Spyborgs,Wii,Action,0.11
American Girl: Julie Finds a Way,DS,Adventure,0.11
Contra Advance: The Alien Wars EX,GBA,Shooter,0.11
Jikkyou Powerful Pro Baseball 2016,PS3,Sports,0.11
The History Channel: Battle for the Pacific,Wii,Shooter,0.11
18 Wheels of Steel: Extreme Trucker 2,PC,Racing,0.11
Happy Feet Two,3DS,Action,0.11
Army Men: RTS,PS2,Strategy,0.11
